EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,SalesTerritoryKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status
103,147.0,322160340,,11,Lane,Sacksteder,M,False,Production Technician - WC20,2008-08-11,1974-04-23,adventure-works\lane0,lane0@adventure-works.com,200-555-0117,M,Lane Sacksteder,200-555-0117,False,M,1,14.0,11,25,True,False,Production,2008-08-11,,Current
104,16.0,827686041,,11,Pete,Male,C,False,Production Technician - WC50,2008-08-11,1976-09-03,adventure-works\pete0,pete0@adventure-works.com,768-555-0123,S,Pete Male,768-555-0123,False,M,1,11.0,13,26,True,False,Production,2008-08-11,,Current
105,44.0,671089628,,11,Dan,Bacon,K,False,Application Specialist,2008-08-11,1981-01-24,adventure-works\dan0,dan0@adventure-works.com,166-555-0159,M,Dan Bacon,166-555-0159,True,M,2,27.4038,72,56,True,False,Information Services,2008-08-11,,Current
106,143.0,231203233,,11,David,Barber,M,False,Assistant to the Chief Financial Officer,2008-08-12,1964-01-20,adventure-works\david5,david5@adventure-works.com,477-555-0132,S,David Barber,477-555-0132,False,M,2,13.4615,56,48,True,False,Finance,2008-08-12,,Current
107,76.0,204035155,,11,Lolan,Song,B,False,Production Technician - WC50,2008-08-12,1972-08-24,adventure-works\lolan0,lolan0@adventure-works.com,582-555-0178,M,Lolan Song,582-555-0178,False,M,1,11.0,7,23,True,False,Production,2008-08-12,,Current
108,214.0,992874797,,11,Paula,Nartker,R,False,Production Technician - WC40,2008-08-12,1986-09-10,adventure-works\paula1,paula1@adventure-works.com,476-555-0119,M,Paula Nartker,476-555-0119,False,F,1,15.0,54,47,True,False,Production,2008-08-12,,Current
109,7.0,767955365,,11,Mary,Gibson,E,False,Marketing Specialist,2008-08-12,1962-04-13,adventure-works\mary0,mary0@adventure-works.com,531-555-0183,M,Mary Gibson,531-555-0183,False,F,2,14.4231,46,43,True,False,Marketing,2008-08-12,,Current
110,40.0,342607223,,11,Mindaugas,Krapauskas,J,False,Production Technician - WC50,2008-08-13,1977-12-05,adventure-works\mindaugas0,mindaugas0@adventure-works.com,637-555-0120,M,Mindaugas Krapauskas,637-555-0120,False,M,1,11.0,97,68,True,False,Production,2008-08-13,,Current
111,23.0,45615666,,11,Eric,Gubbels,,False,Production Supervisor - WC20,2008-08-14,1984-08-19,adventure-works\eric0,eric0@adventure-works.com,260-555-0119,M,Eric Gubbels,260-555-0119,False,M,2,25.0,40,40,True,False,Production,2008-08-14,,Current
112,,295847284,,11,Ken,Sánchez,J,False,Chief Executive Officer,2008-08-14,1968-08-29,adventure-works\ken0,ken0@adventure-works.com,697-555-0142,S,Ken Sánchez,697-555-0142,True,M,2,125.5,99,69,True,False,Executive,2008-08-14,,Current
113,138.0,733022683,,11,Jason,Watters,M,False,Production Technician - WC30,2008-08-14,1988-07-07,adventure-works\jason0,jason0@adventure-works.com,571-555-0179,S,Jason Watters,571-555-0179,False,M,1,9.5,38,39,True,False,Production,2008-08-14,,Current
114,43.0,381772114,,11,Mark,Harrington,L,False,Quality Assurance Technician,2008-08-15,1985-11-28,adventure-works\mark0,mark0@adventure-works.com,147-555-0179,S,Mark Harrington,147-555-0179,False,M,2,10.5769,83,61,True,False,Quality Assurance,2008-08-15,,Current
115,163.0,187369436,,11,Janeth,Esteves,M,False,Production Technician - WC45,2008-08-15,1972-02-22,adventure-works\janeth0,janeth0@adventure-works.com,540-555-0191,S,Janeth Esteves,540-555-0191,False,F,1,10.0,81,60,True,False,Production,2008-08-15,,Current
116,188.0,364818297,,11,Marc,Ingle,J,False,Production Technician - WC30,2008-08-16,1986-05-24,adventure-works\marc0,marc0@adventure-works.com,234-555-0169,M,Marc Ingle,234-555-0169,False,M,1,9.5,22,31,True,False,Production,2008-08-16,,Current
117,162.0,658797903,,11,Gigi,Matthew,N,False,Research and Development Engineer,2008-08-16,1978-08-21,adventure-works\gigi0,gigi0@adventure-works.com,185-555-0186,M,Gigi Matthew,185-555-0186,True,F,2,40.8654,63,51,True,False,Research and Development,2008-08-16,,Current
118,111.0,886023130,,11,Paul,Singh,R,False,Production Technician - WC20,2008-08-17,1990-06-04,adventure-works\paul1,paul1@adventure-works.com,727-555-0112,M,Paul Singh,727-555-0112,False,M,1,14.0,6,23,True,False,Production,2008-08-17,,Current
119,214.0,749211824,,11,Frank,Lee,T,False,Production Technician - WC40,2008-08-17,1987-04-06,adventure-works\frank0,frank0@adventure-works.com,158-555-0191,M,Frank Lee,158-555-0191,False,M,1,15.0,56,48,True,False,Production,2008-08-17,,Current
120,44.0,643805155,,11,François,Ajenstat,P,False,Database Administrator,2008-08-17,1980-06-13,adventure-works\françois0,françois0@adventure-works.com,785-555-0110,S,François Ajenstat,785-555-0110,True,M,2,38.4615,67,53,True,False,Information Services,2008-08-17,,Current
121,16.0,92096924,,11,Diane,Tibbott,H,False,Production Technician - WC50,2008-08-18,1989-03-09,adventure-works\diane2,diane2@adventure-works.com,361-555-0180,S,Diane Tibbott,361-555-0180,False,F,1,11.0,8,24,True,False,Production,2008-08-18,,Current
122,7.0,72636981,,11,Jill,Williams,A,False,Marketing Specialist,2008-08-18,1979-01-16,adventure-works\jill0,jill0@adventure-works.com,510-555-0121,M,Jill Williams,510-555-0121,False,F,2,14.4231,47,43,True,False,Marketing,2008-08-18,,Current
123,40.0,563680513,,11,Angela,Barbariol,W,False,Production Technician - WC50,2008-08-20,1990-12-29,adventure-works\angela0,angela0@adventure-works.com,150-555-0194,S,Angela Barbariol,150-555-0194,False,F,1,11.0,92,66,True,False,Production,2008-08-20,,Current
124,87.0,584205124,,11,Matthias,Berndt,T,False,Shipping and Receiving Clerk,2008-08-20,1973-06-11,adventure-works\matthias0,matthias0@adventure-works.com,139-555-0120,M,Matthias Berndt,139-555-0120,False,M,2,9.5,94,67,True,False,Shipping and Receiving,2008-08-20,,Current
125,9.0,458159238,,11,Bryan,Baker,,False,Production Technician - WC60,2008-08-21,1973-03-27,adventure-works\bryan0,bryan0@adventure-works.com,712-555-0113,S,Bryan Baker,712-555-0113,False,M,1,12.45,35,37,True,False,Production,2008-08-21,,Current
126,23.0,712885347,,11,Jeff,Hay,V,False,Production Supervisor - WC45,2008-08-21,1976-08-15,adventure-works\jeff0,jeff0@adventure-works.com,350-555-0167,M,Jeff Hay,350-555-0167,False,M,2,25.0,74,57,True,False,Production,2008-08-21,,Current
127,188.0,87268837,,11,Eugene,Zabokritski,R,False,Production Technician - WC30,2008-08-21,1987-02-12,adventure-works\eugene0,eugene0@adventure-works.com,241-555-0191,S,Eugene Zabokritski,241-555-0191,False,M,1,9.5,33,36,True,False,Production,2008-08-21,,Current
128,186.0,969985265,,11,Barbara,Decker,S,False,Production Technician - WC20,2008-08-22,1984-07-29,adventure-works\barbara0,barbara0@adventure-works.com,119-555-0192,M,Barbara Decker,119-555-0192,False,F,1,14.0,17,28,True,False,Production,2008-08-22,,Current
129,126.0,539490372,,11,Chris,Preston,T,False,Production Technician - WC45,2008-08-22,1988-07-16,adventure-works\chris0,chris0@adventure-works.com,200-555-0112,M,Chris Preston,200-555-0112,False,M,1,10.0,76,58,True,False,Production,2008-08-22,,Current
130,92.0,242381745,,11,Sean,Chai,N,False,Document Control Assistant,2008-08-22,1986-10-10,adventure-works\sean1,sean1@adventure-works.com,205-555-0132,S,Sean Chai,205-555-0132,False,M,2,10.25,78,59,True,False,Document Control,2008-08-22,,Current
131,44.0,929666391,,11,Dan,Wilson,B,False,Database Administrator,2008-08-22,1975-08-06,adventure-works\dan1,dan1@adventure-works.com,653-555-0144,M,Dan Wilson,653-555-0144,True,M,2,38.4615,66,53,True,False,Information Services,2008-08-22,,Current
132,18.0,948320468,,11,Mark,McArthur,K,False,Production Technician - WC60,2008-08-23,1979-04-25,adventure-works\mark1,mark1@adventure-works.com,417-555-0154,S,Mark McArthur,417-555-0154,False,M,1,12.45,19,29,True,False,Production,2008-08-23,,Current
133,142.0,931190412,,11,Bryan,Walton,A,False,Accounts Receivable Specialist,2008-08-24,1984-04-20,adventure-works\bryan1,bryan1@adventure-works.com,935-555-0199,S,Bryan Walton,935-555-0199,False,M,2,19.0,62,51,True,False,Finance,2008-08-24,,Current
134,76.0,153288994,,11,Houman,Pournasseh,N,False,Production Technician - WC50,2008-08-25,1971-03-30,adventure-works\houman0,houman0@adventure-works.com,180-555-0136,M,Houman Pournasseh,180-555-0136,False,M,1,11.0,3,21,True,False,Production,2008-08-25,,Current
135,46.0,981495526,,11,Sairaj,Uddin,L,False,Scheduling Assistant,2008-08-26,1987-07-22,adventure-works\sairaj0,sairaj0@adventure-works.com,500-555-0159,M,Sairaj Uddin,500-555-0159,False,M,2,16.0,46,43,True,False,Production Control,2008-08-26,,Current
136,177.0,363996959,,11,Michiko,Osada,F,False,Production Technician - WC30,2008-08-26,1982-01-25,adventure-works\michiko0,michiko0@adventure-works.com,984-555-0148,S,Michiko Osada,984-555-0148,False,M,1,9.5,44,42,True,False,Production,2008-08-26,,Current
137,188.0,585408256,,11,Benjamin,Martin,R,False,Production Technician - WC30,2008-08-27,1985-08-05,adventure-works\benjamin0,benjamin0@adventure-works.com,533-555-0111,S,Benjamin Martin,533-555-0111,False,M,1,9.5,28,34,True,False,Production,2008-08-27,,Current
138,23.0,386315192,,11,Cynthia,Randall,S,False,Production Supervisor - WC30,2008-08-27,1981-03-18,adventure-works\cynthia0,cynthia0@adventure-works.com,352-555-0138,S,Cynthia Randall,352-555-0138,False,F,2,25.0,69,54,True,False,Production,2008-08-27,,Current
139,201.0,167554340,,11,Kathie,Flood,E,False,Production Technician - WC45,2008-08-27,1990-06-01,adventure-works\kathie0,kathie0@adventure-works.com,446-555-0118,M,Kathie Flood,446-555-0118,False,F,1,10.0,87,63,True,False,Production,2008-08-27,,Current
140,18.0,410742000,,11,Britta,Simon,L,False,Production Technician - WC60,2008-08-29,1989-04-28,adventure-works\britta0,britta0@adventure-works.com,955-555-0169,M,Britta Simon,955-555-0169,False,F,1,12.45,14,27,True,False,Production,2008-08-29,,Current
141,214.0,746201340,,11,Brian,Lloyd,T,False,Production Technician - WC40,2008-08-29,1976-09-10,adventure-works\brian0,brian0@adventure-works.com,110-555-0182,S,Brian Lloyd,110-555-0182,False,M,1,15.0,55,47,True,False,Production,2008-08-29,,Current
142,143.0,30845,,11,David,Liu,J,False,Accounts Manager,2008-08-30,1983-02-05,adventure-works\david6,david6@adventure-works.com,646-555-0185,M,David Liu,646-555-0185,True,M,2,34.7356,57,48,True,False,Finance,2008-08-30,,Current
143,112.0,184188301,,11,Laura,Norman,F,False,Chief Financial Officer,2008-08-31,1975-08-06,adventure-works\laura1,laura1@adventure-works.com,615-555-0110,M,Laura Norman,615-555-0110,True,F,2,60.0962,0,20,True,False,Executive,2008-08-31,2013-06-13,
144,112.0,184188301,,11,Laura,Norman,F,False,Chief Financial Officer,2008-08-31,1975-08-06,adventure-works\laura1,laura1@adventure-works.com,615-555-0110,M,Laura Norman,615-555-0110,True,F,2,60.0962,0,20,True,False,Executive,2013-06-13,,Current
145,40.0,398737566,,11,Michael,Patten,W,False,Production Technician - WC50,2008-08-31,1973-12-01,adventure-works\michael2,michael2@adventure-works.com,441-555-0195,S,Michael Patten,441-555-0195,False,M,1,11.0,98,69,True,False,Production,2008-08-31,,Current
146,138.0,764853868,,11,Andy,Ruth,M,False,Production Technician - WC30,2008-08-31,1983-05-20,adventure-works\andy0,andy0@adventure-works.com,118-555-0110,M,Andy Ruth,118-555-0110,False,M,1,9.5,39,39,True,False,Production,2008-08-31,,Current
147,23.0,319472946,,11,Yuhong,Li,L,False,Production Supervisor - WC20,2008-09-01,1976-11-04,adventure-works\yuhong0,yuhong0@adventure-works.com,965-555-0155,M,Yuhong Li,965-555-0155,False,M,2,25.0,41,40,True,False,Production,2008-09-01,,Current
148,163.0,456839592,,11,Robert,Rounthwaite,J,False,Production Technician - WC45,2008-09-02,1984-09-28,adventure-works\robert0,robert0@adventure-works.com,589-555-0147,S,Robert Rounthwaite,589-555-0147,False,M,1,10.0,82,61,True,False,Production,2008-09-02,,Current
149,43.0,131471224,,11,Andreas,Berglund,T,False,Quality Assurance Technician,2008-09-02,1988-10-26,adventure-works\andreas0,andreas0@adventure-works.com,181-555-0124,M,Andreas Berglund,181-555-0124,False,M,2,10.5769,84,62,True,False,Quality Assurance,2008-09-02,,Current
150,188.0,259388196,,11,Reed,Koch,T,False,Production Technician - WC30,2008-09-02,1988-08-08,adventure-works\reed0,reed0@adventure-works.com,678-555-0110,M,Reed Koch,678-555-0110,False,M,1,9.5,23,31,True,False,Production,2008-09-02,,Current
151,147.0,812797414,,11,Linda,Randall,A,False,Production Technician - WC20,2008-09-03,1977-05-05,adventure-works\linda1,linda1@adventure-works.com,696-555-0157,S,Linda Randall,696-555-0157,False,F,1,14.0,12,26,True,False,Production,2008-09-03,,Current
152,112.0,519899904,,11,James,Hamilton,R,False,Vice President of Production,2008-09-03,1988-02-04,adventure-works\james1,james1@adventure-works.com,870-555-0122,S,James Hamilton,870-555-0122,True,M,2,84.1346,64,52,True,False,Production,2008-09-03,,Current
153,44.0,314747499,,11,Ramesh,Meyyappan,V,False,Application Specialist,2008-09-03,1987-10-12,adventure-works\ramesh0,ramesh0@adventure-works.com,182-555-0134,S,Ramesh Meyyappan,182-555-0134,True,M,2,27.4038,73,56,True,False,Information Services,2008-09-03,,Current
154,44.0,858323870,,11,Stephanie,Conroy,A,False,Network Manager,2008-09-04,1983-10-24,adventure-works\stephanie0,stephanie0@adventure-works.com,594-555-0110,S,Stephanie Conroy,594-555-0110,True,F,2,39.6635,68,54,True,False,Information Services,2008-09-04,,Current
155,111.0,25011600,,11,Samantha,Smith,H,False,Production Technician - WC20,2008-09-04,1987-06-22,adventure-works\samantha0,samantha0@adventure-works.com,587-555-0114,M,Samantha Smith,587-555-0114,False,F,1,14.0,7,23,True,False,Production,2008-09-04,,Current
156,214.0,436757988,,11,Tawana,Nusbaum,G,False,Production Technician - WC40,2008-09-05,1989-06-10,adventure-works\tawana0,tawana0@adventure-works.com,368-555-0113,S,Tawana Nusbaum,368-555-0113,False,M,1,15.0,50,45,True,False,Production,2008-09-05,,Current
157,16.0,652535724,,11,Denise,Smith,H,False,Production Technician - WC50,2008-09-05,1988-02-04,adventure-works\denise0,denise0@adventure-works.com,869-555-0119,M,Denise Smith,869-555-0119,False,F,1,11.0,9,24,True,False,Production,2008-09-05,,Current
158,32.0,416679555,,11,Hao,Chen,O,False,Human Resources Administrative Assistant,2008-09-06,1976-11-15,adventure-works\hao0,hao0@adventure-works.com,806-555-0136,S,Hao Chen,806-555-0136,False,M,2,13.9423,52,46,True,False,Human Resources,2008-09-06,,Current
159,126.0,377784364,,11,Alex,Nayberg,M,False,Production Technician - WC45,2008-09-08,1989-11-11,adventure-works\alex0,alex0@adventure-works.com,819-555-0198,M,Alex Nayberg,819-555-0198,False,M,1,10.0,77,58,True,False,Production,2008-09-08,,Current
160,9.0,66073987,,11,Eugene,Kogan,O,False,Production Technician - WC60,2008-09-08,1975-09-10,adventure-works\eugene1,eugene1@adventure-works.com,173-555-0179,S,Eugene Kogan,173-555-0179,False,M,1,12.45,36,38,True,False,Production,2008-09-08,,Current
161,18.0,999440576,,11,Brandon,Heidepriem,G,False,Production Technician - WC60,2008-09-08,1976-08-10,adventure-works\brandon0,brandon0@adventure-works.com,429-555-0137,M,Brandon Heidepriem,429-555-0137,False,M,1,12.45,22,31,True,False,Production,2008-09-08,,Current
162,3.0,134969118,,11,Dylan,Miller,A,False,Research and Development Manager,2008-09-08,1986-09-24,adventure-works\dylan0,dylan0@adventure-works.com,181-555-0156,M,Dylan Miller,181-555-0156,True,M,2,50.4808,61,50,True,False,Research and Development,2008-09-08,,Current
163,23.0,551834634,,11,Shane,Kim,S,False,Production Supervisor - WC45,2008-09-08,1989-12-22,adventure-works\shane0,shane0@adventure-works.com,810-555-0178,S,Shane Kim,810-555-0178,False,M,2,25.0,75,57,True,False,Production,2008-09-08,,Current
164,186.0,305522471,,11,John,Chen,Y,False,Production Technician - WC20,2008-09-09,1985-11-03,adventure-works\john2,john2@adventure-works.com,201-555-0163,M,John Chen,201-555-0163,False,M,1,14.0,18,29,True,False,Production,2008-09-09,,Current
165,92.0,260770918,,11,Karen,Berge,R,False,Document Control Assistant,2008-09-09,1975-07-25,adventure-works\karen0,karen0@adventure-works.com,746-555-0164,M,Karen Berge,746-555-0164,False,F,2,10.25,79,59,True,False,Document Control,2008-09-09,,Current
166,18.0,788456780,,11,Jose,Lugo,R,False,Production Technician - WC60,2008-09-10,1984-02-29,adventure-works\jose0,jose0@adventure-works.com,587-555-0115,M,Jose Lugo,587-555-0115,False,M,1,12.45,20,30,True,False,Production,2008-09-10,,Current
167,76.0,370581729,,11,Mandar,Samant,H,False,Production Technician - WC50,2008-09-10,1985-10-19,adventure-works\mandar0,mandar0@adventure-works.com,140-555-0132,S,Mandar Samant,140-555-0132,False,M,1,11.0,0,20,True,False,Production,2008-09-10,,Current
168,278.0,603686790,,11,Mikael,Sandberg,Q,False,Buyer,2008-09-10,1984-03-17,adventure-works\mikael0,mikael0@adventure-works.com,309-555-0170,S,Mikael Sandberg,309-555-0170,False,M,2,18.2692,59,49,True,False,Purchasing,2008-09-10,,Current
169,76.0,152085091,,11,Sameer,Tejani,A,False,Production Technician - WC50,2008-09-11,1978-01-24,adventure-works\sameer0,sameer0@adventure-works.com,990-555-0172,M,Sameer Tejani,990-555-0172,False,M,1,11.0,4,22,True,False,Production,2008-09-11,,Current
170,142.0,663843431,,11,Dragan,Tomic,K,False,Accounts Payable Specialist,2008-09-11,1976-09-14,adventure-works\dragan0,dragan0@adventure-works.com,117-555-0185,M,Dragan Tomic,117-555-0185,False,M,2,19.0,63,51,True,False,Finance,2008-09-11,,Current
171,177.0,227319668,,11,Carol,Philips,M,False,Production Technician - WC30,2008-09-12,1988-05-17,adventure-works\carol0,carol0@adventure-works.com,609-555-0153,M,Carol Philips,609-555-0153,False,F,1,9.5,45,42,True,False,Production,2008-09-12,,Current
172,89.0,578953538,,11,Rob,Caron,T,False,Production Technician - WC40,2008-09-13,1973-03-04,adventure-works\rob1,rob1@adventure-works.com,238-555-0116,S,Rob Caron,238-555-0116,False,M,1,15.0,71,55,True,False,Production,2008-09-13,,Current
173,40.0,222400012,,11,Don,Hall,L,False,Production Technician - WC50,2008-09-13,1971-01-11,adventure-works\don0,don0@adventure-works.com,100-555-0174,M,Don Hall,100-555-0174,False,M,1,11.0,88,64,True,False,Production,2008-09-13,,Current
174,46.0,470689086,,11,Alan,Brewer,J,False,Scheduling Assistant,2008-09-13,1983-10-28,adventure-works\alan0,alan0@adventure-works.com,438-555-0172,M,Alan Brewer,438-555-0172,False,M,2,16.0,47,43,True,False,Production Control,2008-09-13,,Current
175,188.0,860123571,,11,David,Lawrence,Oliver,False,Production Technician - WC30,2008-09-14,1985-04-23,adventure-works\david7,david7@adventure-works.com,118-555-0177,M,David Lawrence,118-555-0177,False,M,1,9.5,29,34,True,False,Production,2008-09-14,,Current
176,89.0,273260055,,11,Baris,Cetinok,F,False,Production Technician - WC40,2008-09-15,1990-05-07,adventure-works\baris0,baris0@adventure-works.com,164-555-0114,S,Baris Cetinok,164-555-0114,False,M,1,15.0,72,56,True,False,Production,2008-09-15,,Current
177,23.0,578935259,,11,Michael,Ray,Sean,False,Production Supervisor - WC30,2008-09-15,1988-08-29,adventure-works\michael3,michael3@adventure-works.com,156-555-0199,S,Michael Ray,156-555-0199,False,M,2,25.0,70,55,True,False,Production,2008-09-15,,Current
178,20.0,752513276,,11,Steve,Masters,F,False,Production Technician - WC60,2008-09-15,1990-11-04,adventure-works\steve0,steve0@adventure-works.com,712-555-0170,S,Steve Masters,712-555-0170,False,M,1,12.45,31,35,True,False,Production,2008-09-15,,Current
179,18.0,754372876,,11,Suchitra,Mohan,O,False,Production Technician - WC60,2008-09-16,1987-01-08,adventure-works\suchitra0,suchitra0@adventure-works.com,753-555-0129,M,Suchitra Mohan,753-555-0129,False,F,1,12.45,15,27,True,False,Production,2008-09-16,,Current
180,44.0,58317344,,11,Karen,Berg,A,False,Application Specialist,2008-09-16,1977-12-17,adventure-works\karen1,karen1@adventure-works.com,654-555-0177,S,Karen Berg,654-555-0177,True,F,2,27.4038,74,57,True,False,Information Services,2008-09-16,,Current
181,147.0,404159499,,11,Terrence,Earls,W,False,Production Technician - WC20,2008-09-16,1984-07-08,adventure-works\terrence0,terrence0@adventure-works.com,110-555-0115,S,Terrence Earls,110-555-0115,False,M,1,14.0,13,26,True,False,Production,2008-09-16,,Current
182,142.0,363910111,,11,Barbara,Moreland,C,False,Accountant,2008-09-18,1975-08-04,adventure-works\barbara1,barbara1@adventure-works.com,822-555-0145,M,Barbara Moreland,822-555-0145,True,F,2,26.4423,58,49,True,False,Finance,2008-09-18,,Current
183,40.0,599942664,,11,Chad,Niswonger,W,False,Production Technician - WC50,2008-09-18,1990-03-04,adventure-works\chad0,chad0@adventure-works.com,559-555-0175,M,Chad Niswonger,559-555-0175,False,M,1,11.0,99,69,True,False,Production,2008-09-18,,Current
184,138.0,993310268,,11,Rostislav,Shabalin,E,False,Production Technician - WC30,2008-09-19,1977-04-13,adventure-works\rostislav0,rostislav0@adventure-works.com,751-555-0134,M,Rostislav Shabalin,751-555-0134,False,M,1,9.5,40,40,True,False,Production,2008-09-19,,Current
185,201.0,20244403,,11,Belinda,Newman,M,False,Production Technician - WC45,2008-09-20,1974-10-15,adventure-works\belinda0,belinda0@adventure-works.com,319-555-0126,S,Belinda Newman,319-555-0126,False,F,1,10.0,83,61,True,False,Production,2008-09-20,,Current
186,23.0,862951447,,11,Katie,McAskill-White,L,False,Production Supervisor - WC20,2008-09-20,1984-06-18,adventure-works\katie0,katie0@adventure-works.com,809-555-0133,S,Katie McAskill-White,809-555-0133,False,F,2,25.0,42,41,True,False,Production,2008-09-20,,Current
187,188.0,551346974,,11,Russell,King,M,False,Production Technician - WC30,2008-09-21,1981-09-11,adventure-works\russell1,russell1@adventure-works.com,517-555-0122,M,Russell King,517-555-0122,False,M,1,9.5,24,32,True,False,Production,2008-09-21,,Current
188,23.0,60114406,,11,Jack,Richins,S,False,Production Supervisor - WC30,2008-09-21,1983-01-20,adventure-works\jack0,jack0@adventure-works.com,552-555-0111,S,Jack Richins,552-555-0111,False,M,2,25.0,68,54,True,False,Production,2008-09-21,,Current
189,23.0,33237992,,11,Andrew,Hill,R,False,Production Supervisor - WC10,2008-09-22,1988-04-06,adventure-works\andrew0,andrew0@adventure-works.com,908-555-0159,S,Andrew Hill,908-555-0159,False,M,2,25.0,65,52,True,False,Production,2008-09-22,,Current
190,89.0,1300049,,11,Nicole,Holliday,B,False,Production Technician - WC40,2008-09-22,1985-11-07,adventure-works\nicole0,nicole0@adventure-works.com,508-555-0129,M,Nicole Holliday,508-555-0129,False,F,1,15.0,67,53,True,False,Production,2008-09-22,,Current
191,16.0,10708100,,11,Frank,Miller,T,False,Production Technician - WC50,2008-09-23,1971-02-21,adventure-works\frank1,frank1@adventure-works.com,167-555-0139,S,Frank Miller,167-555-0139,False,M,1,11.0,10,25,True,False,Production,2008-09-23,,Current
192,154.0,672243793,,11,Peter,Connelly,I,False,Network Administrator,2008-09-23,1979-12-27,adventure-works\peter1,peter1@adventure-works.com,310-555-0133,S,Peter Connelly,310-555-0133,False,M,2,32.4519,69,54,True,False,Information Services,2008-09-23,,Current
193,111.0,63761469,,11,Anibal,Sousa,T,False,Production Technician - WC20,2008-09-23,1974-04-05,adventure-works\anibal0,anibal0@adventure-works.com,106-555-0120,S,Anibal Sousa,106-555-0120,False,F,1,14.0,8,24,True,False,Production,2008-09-23,,Current
194,214.0,693168613,,11,Ken,Myer,L,False,Production Technician - WC40,2008-09-24,1980-12-26,adventure-works\ken1,ken1@adventure-works.com,949-555-0174,M,Ken Myer,949-555-0174,False,M,1,15.0,51,45,True,False,Production,2008-09-24,,Current
195,32.0,476980013,,11,Grant,Culbertson,N,False,Human Resources Administrative Assistant,2008-09-25,1975-11-15,adventure-works\grant0,grant0@adventure-works.com,955-555-0131,S,Grant Culbertson,955-555-0131,False,M,2,13.9423,53,46,True,False,Human Resources,2008-09-25,,Current
196,40.0,334834274,,11,Michael,Entin,T,False,Production Technician - WC50,2008-09-25,1989-01-13,adventure-works\michael4,michael4@adventure-works.com,817-555-0186,S,Michael Entin,817-555-0186,False,M,1,11.0,94,67,True,False,Production,2008-09-25,,Current
197,163.0,399658727,,11,Lionel,Penuchot,C,False,Production Technician - WC45,2008-09-26,1987-10-13,adventure-works\lionel0,lionel0@adventure-works.com,450-555-0152,S,Lionel Penuchot,450-555-0152,False,M,1,10.0,78,59,True,False,Production,2008-09-26,,Current
198,9.0,500412746,,11,Thomas,Michaels,R,False,Production Technician - WC60,2008-09-26,1985-08-10,adventure-works\thomas0,thomas0@adventure-works.com,278-555-0118,M,Thomas Michaels,278-555-0118,False,M,1,12.45,37,38,True,False,Production,2008-09-26,,Current
199,87.0,652779496,,11,Jimmy,Bischoff,T,False,Stocker,2008-09-26,1990-06-01,adventure-works\jimmy0,jimmy0@adventure-works.com,927-555-0168,M,Jimmy Bischoff,927-555-0168,False,M,1,9.0,96,68,True,False,Shipping and Receiving,2008-09-26,,Current
200,138.0,878395493,,11,Michael,Vanderhyde,T,False,Production Technician - WC30,2008-09-26,1982-04-18,adventure-works\michael5,michael5@adventure-works.com,296-555-0121,M,Michael Vanderhyde,296-555-0121,False,M,1,9.5,35,37,True,False,Production,2008-09-26,,Current
201,23.0,332349500,,11,Lori,Kane,A,False,Production Supervisor - WC45,2008-09-26,1980-02-16,adventure-works\lori0,lori0@adventure-works.com,289-555-0196,S,Lori Kane,289-555-0196,False,F,2,25.0,76,58,True,False,Production,2008-09-26,,Current
202,278.0,792847334,,11,Arvind,Rao,B,False,Buyer,2008-09-28,1974-03-21,adventure-works\arvind0,arvind0@adventure-works.com,848-555-0163,M,Arvind Rao,848-555-0163,False,M,2,18.2692,60,50,True,False,Purchasing,2008-09-28,,Current
203,186.0,621932914,,11,Stefen,Hesse,A,False,Production Technician - WC20,2008-09-28,1975-07-21,adventure-works\stefen0,stefen0@adventure-works.com,165-555-0113,S,Stefen Hesse,165-555-0113,False,M,1,14.0,19,29,True,False,Production,2008-09-28,,Current
204,23.0,398223854,,11,Hazem,Abolrous,E,False,Quality Assurance Manager,2008-09-28,1977-05-26,adventure-works\hazem0,hazem0@adventure-works.com,869-555-0125,S,Hazem Abolrous,869-555-0125,True,M,2,28.8462,80,60,True,False,Quality Assurance,2008-09-28,,Current
205,142.0,519756660,,11,Janet,Sheperdigian,L,False,Accounts Payable Specialist,2008-09-29,1978-10-07,adventure-works\janet0,janet0@adventure-works.com,393-555-0186,M,Janet Sheperdigian,393-555-0186,False,F,2,19.0,64,52,True,False,Finance,2008-09-29,,Current
206,76.0,912141525,,11,Elizabeth,Keyser,I,False,Production Technician - WC50,2008-09-30,1989-08-25,adventure-works\elizabeth0,elizabeth0@adventure-works.com,318-555-0137,M,Elizabeth Keyser,318-555-0137,False,F,1,11.0,5,22,True,False,Production,2008-09-30,,Current
207,7.0,243322160,,11,Terry,Eminhizer,J,False,Marketing Specialist,2008-09-30,1985-09-04,adventure-works\terry0,terry0@adventure-works.com,138-555-0118,M,Terry Eminhizer,138-555-0118,False,M,2,14.4231,44,42,True,False,Marketing,2008-09-30,,Current
